tx_id,user_id,user_tier,card_number,amount,merchant,merchant_category,region,datetime,date,hour,day_of_week,day_name,is_weekend,time_slot,is_suspected_fraud,fraud_type,fraud_reason
1fc0c558,user_00389,premium,4532-****-****-5349,18000,CU,convenience,제주,2026-01-30 07:20:10,2026-01-30,7,4,금,False,morning,False,,
144f9fb4,user_00150,normal,4532-****-****-3060,12000,새마을식당,restaurant,서울,2026-01-30 07:22:24,2026-01-30,7,4,금,False,morning,False,,
e87d8767,user_00274,premium,4532-****-****-4910,4900,미니스톱,convenience,경기,2026-01-30 07:23:14,2026-01-30,7,4,금,False,morning,False,,
df03a0fb,user_00364,normal,4532-****-****-1634,9500,이디야,coffee,서울,2026-01-30 07:24:11,2026-01-30,7,4,금,False,morning,False,,
14e64816,user_00400,normal,4532-****-****-5173,199000,쿠팡,online_shopping,서울,2026-01-30 07:24:45,2026-01-30,7,4,금,False,morning,False,,
d8656369,user_00335,normal,4532-****-****-1590,172000,11번가,online_shopping,경기,2026-01-30 07:26:33,2026-01-30,7,4,금,False,morning,False,,
1639bb2d,user_00066,normal,4532-****-****-5010,10000,피자헛,restaurant,서울,2026-01-30 07:27:07,2026-01-30,7,4,금,False,morning,False,,
e5f1b929,user_00042,normal,4532-****-****-7201,1600,CU,convenience,경기,2026-01-30 07:27:31,2026-01-30,7,4,금,False,morning,False,,
50436970,user_00093,premium,4532-****-****-7543,1200,CU,convenience,경기,2026-01-30 07:27:37,2026-01-30,7,4,금,False,morning,False,,
6e0d74c5,user_00296,normal,4532-****-****-3584,155000,11번가,online_shopping,경기,2026-01-30 07:27:39,2026-01-30,7,4,금,False,morning,False,,
f1bf9ac7,user_00461,normal,4532-****-****-7547,3200,빽다방,coffee,경기,2026-01-30 07:28:03,2026-01-30,7,4,금,False,morning,False,,
ee73afe0,user_00266,normal,4532-****-****-1651,10000,CU,convenience,제주,2026-01-30 07:28:33,2026-01-30,7,4,금,False,morning,False,,
d4d69a22,user_00405,premium,4532-****-****-9821,5300,이디야,coffee,경기,2026-01-30 07:28:59,2026-01-30,7,4,금,False,morning,False,,
628a9521,user_00470,premium,4532-****-****-8611,7500,이디야,coffee,인천,2026-01-30 07:32:03,2026-01-30,7,4,금,False,morning,False,,
73668ef1,user_00461,normal,4532-****-****-7547,11000,GS25,convenience,경기,2026-01-30 07:32:24,2026-01-30,7,4,금,False,morning,False,,
7b1ace44,user_00476,normal,4532-****-****-8612,9800,메가커피,coffee,광주,2026-01-30 07:32:25,2026-01-30,7,4,금,False,morning,False,,
b1d7a5d2,user_00190,normal,4532-****-****-4981,4200,이디야,coffee,서울,2026-01-30 07:33:06,2026-01-30,7,4,금,False,morning,False,,
c7af15f1,user_00278,normal,4532-****-****-5915,12000,CU,convenience,경기,2026-01-30 07:33:23,2026-01-30,7,4,금,False,morning,False,,
c0de3192,user_00437,normal,4532-****-****-4501,1500,세븐일레븐,convenience,경기,2026-01-30 07:36:57,2026-01-30,7,4,금,False,morning,False,,
94a20006,user_00363,premium,4532-****-****-7267,15000,CU,convenience,경기,2026-01-30 07:37:42,2026-01-30,7,4,금,False,morning,False,,
a9d2c855,user_00414,normal,4532-****-****-9308,12000,세븐일레븐,convenience,제주,2026-01-30 07:37:51,2026-01-30,7,4,금,False,morning,False,,
19bcf8e6,user_00495,normal,4532-****-****-2269,3500,빽다방,coffee,대구,2026-01-30 07:38:15,2026-01-30,7,4,금,False,morning,False,,
d0846e86,user_00046,normal,4532-****-****-4150,4700,메가커피,coffee,경기,2026-01-30 07:39:18,2026-01-30,7,4,금,False,morning,False,,
e8780dcc,user_00169,normal,4532-****-****-2049,9600,본죽,restaurant,경기,2026-01-30 07:40:14,2026-01-30,7,4,금,False,morning,False,,
9fb6b5c2,user_00055,vip,4532-****-****-5554,210000,쿠팡,online_shopping,서울,2026-01-30 07:40:29,2026-01-30,7,4,금,False,morning,False,,
33e29ebb,user_00103,premium,4532-****-****-3621,20000,세븐일레븐,convenience,인천,2026-01-30 07:40:43,2026-01-30,7,4,금,False,morning,False,,
6c528a2e,user_00019,normal,4532-****-****-7873,65000,무신사,online_shopping,서울,2026-01-30 07:41:49,2026-01-30,7,4,금,False,morning,False,,
6effbe30,user_00332,normal,4532-****-****-2232,8900,미니스톱,convenience,인천,2026-01-30 07:42:19,2026-01-30,7,4,금,False,morning,False,,
58bc79d5,user_00382,normal,4532-****-****-7548,6100,메가커피,coffee,경기,2026-01-30 07:42:43,2026-01-30,7,4,금,False,morning,False,,
71c118d2,user_00405,premium,4532-****-****-9821,244000,새마을식당,restaurant,경기,2026-01-30 07:43:50,2026-01-30,7,4,금,False,morning,False,,
464ca637,user_00157,normal,4532-****-****-4470,5600,투썸플레이스,coffee,대전,2026-01-30 07:45:58,2026-01-30,7,4,금,False,morning,False,,
aee56474,user_00130,normal,4532-****-****-3504,17000,CU,convenience,서울,2026-01-30 07:46:45,2026-01-30,7,4,금,False,morning,False,,
f139a1a7,user_00035,normal,4532-****-****-6881,5500,메가커피,coffee,제주,2026-01-30 07:47:17,2026-01-30,7,4,금,False,morning,False,,
575f1eec,user_00494,normal,4532-****-****-8206,12000,피자헛,restaurant,서울,2026-01-30 07:48:46,2026-01-30,7,4,금,False,morning,False,,
b88a7469,user_00207,normal,4532-****-****-5073,15000,세븐일레븐,convenience,서울,2026-01-30 07:49:17,2026-01-30,7,4,금,False,morning,False,,
f7e78627,user_00122,normal,4532-****-****-5315,6100,메가커피,coffee,서울,2026-01-30 07:51:11,2026-01-30,7,4,금,False,morning,False,,
9ae13ec1,user_00124,normal,4532-****-****-3927,17000,세븐일레븐,convenience,부산,2026-01-30 07:51:47,2026-01-30,7,4,금,False,morning,False,,
9bbf9e1b,user_00274,premium,4532-****-****-4910,35000,세븐일레븐,convenience,경기,2026-01-30 07:52:43,2026-01-30,7,4,금,False,morning,False,,
6973cc55,user_00047,normal,4532-****-****-2139,4200,세븐일레븐,convenience,부산,2026-01-30 07:52:56,2026-01-30,7,4,금,False,morning,False,,
2f3a42a3,user_00263,normal,4532-****-****-7615,20000,본죽,restaurant,대구,2026-01-30 07:53:28,2026-01-30,7,4,금,False,morning,False,,
82abafb9,user_00328,normal,4532-****-****-8239,13000,한신포차,restaurant,경기,2026-01-30 07:53:40,2026-01-30,7,4,금,False,morning,False,,
24e224f4,user_00402,normal,4532-****-****-8144,7600,미니스톱,convenience,서울,2026-01-30 07:57:04,2026-01-30,7,4,금,False,morning,False,,
e7e48cd1,user_00163,normal,4532-****-****-8177,3000,메가커피,coffee,제주,2026-01-30 07:57:25,2026-01-30,7,4,금,False,morning,False,,
9c036fab,user_00426,normal,4532-****-****-7653,6900,미니스톱,convenience,부산,2026-01-30 07:58:04,2026-01-30,7,4,금,False,morning,False,,
08130437,user_00011,normal,4532-****-****-1488,5700,미니스톱,convenience,경기,2026-01-30 08:00:10,2026-01-30,8,4,금,False,morning,False,,
e89f0ce6,user_00145,premium,4532-****-****-2290,25000,본죽,restaurant,인천,2026-01-30 08:00:26,2026-01-30,8,4,금,False,morning,False,,
a6decf28,user_00326,normal,4532-****-****-5291,10000,미니스톱,convenience,인천,2026-01-30 08:00:41,2026-01-30,8,4,금,False,morning,False,,
0155624f,user_00174,vip,4532-****-****-1117,11000,미니스톱,convenience,서울,2026-01-30 08:01:07,2026-01-30,8,4,금,False,morning,False,,
07d2c8d4,user_00429,normal,4532-****-****-5978,16000,미니스톱,convenience,서울,2026-01-30 08:01:13,2026-01-30,8,4,금,False,morning,False,,
099b699c,user_00217,normal,4532-****-****-5092,11000,세븐일레븐,convenience,대전,2026-01-30 08:01:24,2026-01-30,8,4,금,False,morning,False,,
6ed59c97,user_00025,normal,4532-****-****-7924,22000,CU,convenience,대구,2026-01-30 08:01:40,2026-01-30,8,4,금,False,morning,False,,
4353240d,user_00066,normal,4532-****-****-5010,24000,미니스톱,convenience,서울,2026-01-30 08:02:02,2026-01-30,8,4,금,False,morning,False,,
590349c3,user_00176,normal,4532-****-****-1964,1700,GS25,convenience,서울,2026-01-30 08:03:06,2026-01-30,8,4,금,False,morning,False,,
6b32cdd0,user_00073,normal,4532-****-****-1916,5300,투썸플레이스,coffee,서울,2026-01-30 08:03:53,2026-01-30,8,4,금,False,morning,False,,
24b098f8,user_00100,normal,4532-****-****-1771,7800,GS25,convenience,인천,2026-01-30 08:04:07,2026-01-30,8,4,금,False,morning,False,,
68f2f945,user_00426,normal,4532-****-****-7653,26000,CU,convenience,부산,2026-01-30 08:04:30,2026-01-30,8,4,금,False,morning,False,,
8d925918,user_00142,normal,4532-****-****-4923,7700,CU,convenience,울산,2026-01-30 08:04:46,2026-01-30,8,4,금,False,morning,False,,
7101f522,user_00145,premium,4532-****-****-2290,9200,이디야,coffee,인천,2026-01-30 08:05:29,2026-01-30,8,4,금,False,morning,False,,
7eabc7b5,user_00224,normal,4532-****-****-2528,223000,피자헛,restaurant,울산,2026-01-30 08:06:43,2026-01-30,8,4,금,False,morning,False,,
c7bfc539,user_00272,normal,4532-****-****-4346,12000,메가커피,coffee,서울,2026-01-30 08:06:47,2026-01-30,8,4,금,False,morning,False,,
2147b9b3,user_00034,normal,4532-****-****-2584,1500,GS25,convenience,경기,2026-01-30 08:08:01,2026-01-30,8,4,금,False,morning,False,,
5d722624,user_00273,normal,4532-****-****-6147,4500,투썸플레이스,coffee,서울,2026-01-30 08:08:06,2026-01-30,8,4,금,False,morning,False,,
4176cf8d,user_00179,normal,4532-****-****-1514,4500,이디야,coffee,경기,2026-01-30 08:08:40,2026-01-30,8,4,금,False,morning,False,,
0e788c26,user_00192,normal,4532-****-****-7669,2900,세븐일레븐,convenience,경기,2026-01-30 08:10:35,2026-01-30,8,4,금,False,morning,False,,
c837c259,user_00253,premium,4532-****-****-9238,8700,빽다방,coffee,광주,2026-01-30 08:10:58,2026-01-30,8,4,금,False,morning,False,,
3475c38a,user_00213,normal,4532-****-****-7912,22000,본죽,restaurant,서울,2026-01-30 08:11:12,2026-01-30,8,4,금,False,morning,False,,
8cb1468d,user_00387,normal,4532-****-****-5279,10000,이마트24,convenience,경기,2026-01-30 08:12:00,2026-01-30,8,4,금,False,morning,False,,
507e2a11,user_00412,normal,4532-****-****-3041,3700,빽다방,coffee,경기,2026-01-30 08:12:15,2026-01-30,8,4,금,False,morning,False,,
b7fe120f,user_00354,premium,4532-****-****-7755,4100,CU,convenience,대전,2026-01-30 08:13:13,2026-01-30,8,4,금,False,morning,False,,
d807074e,user_00291,normal,4532-****-****-6718,10000,한신포차,restaurant,세종,2026-01-30 08:14:12,2026-01-30,8,4,금,False,morning,False,,
4fe10352,user_00483,normal,4532-****-****-8305,3900,이디야,coffee,서울,2026-01-30 08:17:07,2026-01-30,8,4,금,False,morning,False,,
4f4420ed,user_00139,normal,4532-****-****-2832,295000,쿠팡,online_shopping,경기,2026-01-30 08:20:43,2026-01-30,8,4,금,False,morning,False,,
5b854637,user_00119,normal,4532-****-****-3591,91000,네이버쇼핑,online_shopping,경기,2026-01-30 08:20:59,2026-01-30,8,4,금,False,morning,False,,
0a2cefae,user_00350,normal,4532-****-****-3532,4400,이마트24,convenience,경기,2026-01-30 08:21:08,2026-01-30,8,4,금,False,morning,False,,
9fcf31b2,user_00174,vip,4532-****-****-1117,39000,이마트24,convenience,서울,2026-01-30 08:21:20,2026-01-30,8,4,금,False,morning,False,,
2b43a2bc,user_00403,normal,4532-****-****-1027,4300,빽다방,coffee,제주,2026-01-30 08:21:34,2026-01-30,8,4,금,False,morning,False,,
ac2df9f8,user_00127,normal,4532-****-****-5889,10000,투썸플레이스,coffee,제주,2026-01-30 08:22:22,2026-01-30,8,4,금,False,morning,False,,
2d07d9b5,user_00076,premium,4532-****-****-6168,7400,이디야,coffee,서울,2026-01-30 08:22:26,2026-01-30,8,4,금,False,morning,False,,
322e19af,user_00135,vip,4532-****-****-1009,23000,CU,convenience,인천,2026-01-30 08:24:40,2026-01-30,8,4,금,False,morning,False,,
98e63caa,user_00184,normal,4532-****-****-5562,472000,무신사,online_shopping,인천,2026-01-30 08:26:22,2026-01-30,8,4,금,False,morning,False,,
c3fc9965,user_00094,normal,4532-****-****-6930,5200,메가커피,coffee,경기,2026-01-30 08:26:46,2026-01-30,8,4,금,False,morning,False,,
8b576326,user_00060,normal,4532-****-****-6820,23000,새마을식당,restaurant,경기,2026-01-30 08:26:52,2026-01-30,8,4,금,False,morning,False,,
584e37df,user_00041,premium,4532-****-****-3045,7300,이디야,coffee,경기,2026-01-30 08:27:04,2026-01-30,8,4,금,False,morning,False,,
3fda54f7,user_00174,vip,4532-****-****-1117,6700,스타벅스,coffee,서울,2026-01-30 08:27:54,2026-01-30,8,4,금,False,morning,False,,
bf4900d1,user_00000,normal,4532-****-****-2824,5600,세븐일레븐,convenience,제주,2026-01-30 08:29:01,2026-01-30,8,4,금,False,morning,False,,
08b7ba02,user_00161,normal,4532-****-****-7537,5800,스타벅스,coffee,인천,2026-01-30 08:29:31,2026-01-30,8,4,금,False,morning,False,,
dc4222f5,user_00406,normal,4532-****-****-4228,13000,GS25,convenience,제주,2026-01-30 08:29:35,2026-01-30,8,4,금,False,morning,False,,
5e1dfd3e,user_00081,normal,4532-****-****-6155,30000,무신사,online_shopping,대구,2026-01-30 08:30:17,2026-01-30,8,4,금,False,morning,False,,
77c24d0f,user_00317,normal,4532-****-****-5114,9200,새마을식당,restaurant,서울,2026-01-30 08:30:59,2026-01-30,8,4,금,False,morning,False,,
ff23b970,user_00380,normal,4532-****-****-6753,43000,맥도날드,restaurant,경기,2026-01-30 08:31:10,2026-01-30,8,4,금,False,morning,False,,
9c781a24,user_00036,premium,4532-****-****-6635,18000,맥도날드,restaurant,대전,2026-01-30 08:31:19,2026-01-30,8,4,금,False,morning,False,,
d6b22757,user_00395,premium,4532-****-****-8149,5500,메가커피,coffee,울산,2026-01-30 08:31:39,2026-01-30,8,4,금,False,morning,False,,
